ATTRIBUTES:

Attribute #1:C:\Users\labpc\Documents\EEE 5354 L\MOSFET Sweep.ics
Attribute #2:Test
Attribute #3:dev1
Attribute #4:PASSED
SETUP:TEST  06/12/2026  16:40:39
DATE:06/12/2026
TIME:16:40:39

CONDITIONS:

ID:,D,
UNIT:,SMU1,
MODE: CONST,
VALUE:,5

ID:,G,
UNIT:,SMU3,
MODE: SWEEP,
START:,-10,
STOP:,10,
PNTS:,51,
STEP:,0.4

ID:,S,
UNIT:,SMU2,
MODE: CONST,
VALUE:,0

ID:,B,
UNIT:,SMU4,
MODE: CONST,
VALUE:,0

DATA:  TEST  06/12/2026  16:40:39

VD,ID,VG,IG,ACCSTRESS
2.60000000E+000,1.83300000E-003,1.00000000E+000,2.07590000E-009,*
2.80000000E+000,1.85500000E-003,1.00000000E+000,-1.94700000E-009,*
3.00000000E+000,1.87700000E-003,1.00000000E+000,7.35500000E-010,*
3.20000000E+000,1.89350000E-003,1.00000000E+000,1.76250000E-009,*
3.40000000E+000,1.91400000E-003,1.00000000E+000,-2.98690000E-009,*
3.60000000E+000,1.92750000E-003,1.00000000E+000,3.41540000E-009,*
3.80000000E+000,1.94650000E-003,1.00000000E+000,-2.93890000E-009,*
4.00000000E+000,1.96000000E-003,1.00000000E+000,2.09300000E-009,*
4.20000000E+000,1.97400000E-003,1.00000000E+000,-1.98540000E-009,*
4.40000000E+000,1.98950000E-003,1.00000000E+000,9.04490000E-010,*
4.60000000E+000,2.00150000E-003,1.00000000E+000,1.62750000E-009,*
4.80000000E+000,2.01650000E-003,1.00000000E+000,-2.87390000E-009,*
5.00000000E+000,2.02600000E-003,1.00000000E+000,3.41450000E-009,*
5.20000000E+000,2.04210000E-003,1.00000000E+000,-3.15640000E-009,*
5.40000000E+000,2.05150000E-003,1.00000000E+000,2.39990000E-009,*
5.60000000E+000,2.06400000E-003,1.00000000E+000,-2.14590000E-009,*
5.80000000E+000,2.07650000E-003,1.00000000E+000,1.43600000E-009,*
6.00000000E+000,2.08600000E-003,1.00000000E+000,-4.87490000E-010,*
6.20000000E+000,2.09950000E-003,1.00000000E+000,-2.34490000E-009,*
6.40000000E+000,2.10700000E-003,1.00000000E+000,3.26690000E-009,*
6.60000000E+000,2.12160000E-003,1.00000000E+000,-3.36440000E-009,*
6.80000000E+000,2.12900000E-003,1.00000000E+000,2.74940000E-009,*
7.00000000E+000,2.14100000E-003,1.00000000E+000,-2.26100000E-009,*
7.20000000E+000,2.15150000E-003,1.00000000E+000,1.66850000E-009,*
7.40000000E+000,2.16060000E-003,1.00000000E+000,-9.59000000E-010,*
7.60000000E+000,2.17150000E-003,1.00000000E+000,-1.89140000E-009,*
7.80000000E+000,2.17900000E-003,1.00000000E+000,3.11990000E-009,*
8.00000000E+000,2.19250000E-003,1.00000000E+000,-3.42340000E-009,*
8.20000000E+000,2.19910000E-003,1.00000000E+000,2.99040000E-009,*
8.40000000E+000,2.21100000E-003,1.00000000E+000,-2.34150000E-009,*
8.60000000E+000,2.22000000E-003,1.00000000E+000,1.82890000E-009,*
8.80000000E+000,2.22800000E-003,1.00000000E+000,-1.40040000E-009,*
9.00000000E+000,2.23850000E-003,1.00000000E+000,-2.05500000E-010,*
9.20000000E+000,2.24550000E-003,1.00000000E+000,2.89090000E-009,*
9.40000000E+000,2.25750000E-003,1.00000000E+000,-3.36890000E-009,*
9.60000000E+000,2.26310000E-003,1.00000000E+000,3.16200000E-009,*
9.80000000E+000,2.27400000E-003,1.00000000E+000,-2.19750000E-009,*
1.00000000E+001,2.28410000E-003,1.00000000E+000,1.35340000E-009,*

TEST RESULTS:  1V GATE  06/12/2026  16:40:53


SETUP:2V GATE  06/12/2026  16:41:07
DATE:06/12/2026
TIME:16:41:07

CONDITIONS:

ID:,D,
UNIT:,SMU1,
MODE: SWEEP,
START:,0,
STOP:,10,
PNTS:,51,
STEP:,0.2

ID:,G,
UNIT:,SMU3,
MODE: CONST,
VALUE:,2

ID:,S,
UNIT:,SMU2,
MODE: CONST,
VALUE:,0

ID:,B,
UNIT:,SMU4,
MODE: CONST,
VALUE:,0

DATA:  2V GATE  06/12/2026  16:41:07

VD,ID,VG,IG,ACCSTRESS
0.00000000E+000,3.29140000E-006,2.00000000E+000,-1.82140000E-009,0.00000000E+000
2.00000000E-001,4.50060000E-004,2.00000000E+000,7.51980000E-010,*
4.00000000E-001,8.69810000E-004,2.00000000E+000,-2.93490000E-009,*
6.00000000E-001,1.25600000E-003,2.00000000E+000,3.23600000E-009,*
8.00000000E-001,1.60850000E-003,2.00000000E+000,-3.34890000E-009,*
1.00000000E+000,1.92250000E-003,2.00000000E+000,3.02190000E-009,*
1.20000000E+000,2.20250000E-003,2.00000000E+000,-2.28650000E-009,*
1.40000000E+000,2.44500000E-003,2.00000000E+000,1.90800000E-009,*
1.60000000E+000,2.64950000E-003,2.00000000E+000,-1.19850000E-009,*
1.80000000E+000,2.81910000E-003,2.00000000E+000,-4.91980000E-010,*
2.00000000E+000,2.95010000E-003,2.00000000E+000,3.24390000E-009,*
2.20000000E+000,3.05500000E-003,2.00000000E+000,-3.29940000E-009,*
2.40000000E+000,3.12950000E-003,2.00000000E+000,2.75100000E-009,*
2.60000000E+000,3.19100000E-003,2.00000000E+000,-2.16800000E-009,*
2.80000000E+000,3.23950000E-003,2.00000000E+000,1.71350000E-009,*
3.00000000E+000,3.27960000E-003,2.00000000E+000,-8.72970000E-010,*
3.20000000E+000,3.31700000E-003,2.00000000E+000,-1.83300000E-009,*
3.40000000E+000,3.34600000E-003,2.00000000E+000,3.09590000E-009,*
3.60000000E+000,3.38010000E-003,2.00000000E+000,-3.36950000E-009,*
3.80000000E+000,3.40310000E-003,2.00000000E+000,3.06400000E-009,*
4.00000000E+000,3.43110000E-003,2.00000000E+000,-2.36440000E-009,*
4.20000000E+000,3.45500000E-003,2.00000000E+000,1.89350000E-009,*
4.40000000E+000,3.47600000E-003,2.00000000E+000,-1.43750000E-009,*
4.60000000E+000,3.49950000E-003,2.00000000E+000,-7.69980000E-011,*
4.80000000E+000,3.51700000E-003,2.00000000E+000,2.74190000E-009,*
5.00000000E+000,3.54100000E-003,2.00000000E+000,-3.34190000E-009,*
5.20000000E+000,3.55650000E-003,2.00000000E+000,3.24440000E-009,*
5.40000000E+000,3.57810000E-003,2.00000000E+000,-2.59440000E-009,*
5.60000000E+000,3.59550000E-003,2.00000000E+000,2.01790000E-009,*
5.80000000E+000,3.61200000E-003,2.00000000E+000,-1.83850000E-009,*
6.00000000E+000,3.63050000E-003,2.00000000E+000,5.56500000E-010,*
6.20000000E+000,3.64550000E-003,2.00000000E+000,1.95790000E-009,*
6.40000000E+000,3.66450000E-003,2.00000000E+000,-3.04590000E-009,*
6.60000000E+000,3.67610000E-003,2.00000000E+000,3.41390000E-009,*
6.80000000E+000,3.69610000E-003,2.00000000E+000,-2.95740000E-009,*
7.00000000E+000,3.70850000E-003,2.00000000E+000,2.20750000E-009,*
7.20000000E+000,3.72350000E-003,2.00000000E+000,-2.07690000E-009,*
7.40000000E+000,3.73950000E-003,2.00000000E+000,1.22450000E-009,*
7.60000000E+000,3.75200000E-003,2.00000000E+000,-4.49990000E-011,*
7.80000000E+000,3.76900000E-003,2.00000000E+000,-2.58440000E-009,*
8.00000000E+000,3.77860000E-003,2.00000000E+000,3.38550000E-009,*
8.20000000E+000,3.79660000E-003,2.00000000E+000,-3.26340000E-009,*
8.40000000E+000,3.80760000E-003,2.00000000E+000,2.67540000E-009,*
8.60000000E+000,3.82150000E-003,2.00000000E+000,-2.16390000E-009,*
8.80000000E+000,3.83600000E-003,2.00000000E+000,1.26500000E-009,*
9.00000000E+000,3.84700000E-003,2.00000000E+000,-5.64990000E-011,*
9.20000000E+000,3.86200000E-003,2.00000000E+000,-2.65390000E-009,*
9.40000000E+000,3.87110000E-003,2.00000000E+000,3.38200000E-009,*
9.60000000E+000,3.88660000E-003,2.00000000E+000,-2.51900000E-009,*
9.80000000E+000,3.89900000E-003,2.00000000E+000,1.74590000E-009,*
1.00000000E+001,3.91050000E-003,2.00000000E+000,-3.42990000E-010,*

TEST RESULTS:  2V GATE  06/12/2026  16:41:07


SETUP:3V GATE  06/12/2026  16:41:21
DATE:06/12/2026
TIME:16:41:21

CONDITIONS:

ID:,D,
UNIT:,SMU1,
MODE: SWEEP,
START:,0,
STOP:,10,
PNTS:,51,
STEP:,0.2

ID:,G,
UNIT:,SMU3,
MODE: CONST,
VALUE:,3

ID:,S,
UNIT:,SMU2,
MODE: CONST,
VALUE:,0

ID:,B,
UNIT:,SMU4,
MODE: CONST,
VALUE:,0

DATA:  3V GATE  06/12/2026  16:41:21

VD,ID,VG,IG,ACCSTRESS
0.00000000E+000,3.92690000E-006,3.00000000E+000,3.43290000E-009,0.00000000E+000
2.00000000E-001,5.44610000E-004,3.00000000E+000,2.13590000E-009,*
4.00000000E-001,1.06100000E-003,3.00000000E+000,-2.11950000E-009,*
6.00000000E-001,1.54850000E-003,3.00000000E+000,1.67240000E-009,*
8.00000000E-001,2.00360000E-003,3.00000000E+000,-6.28490000E-010,*
1.00000000E+000,2.42700000E-003,3.00000000E+000,-2.09340000E-009,*
1.20000000E+000,2.81550000E-003,3.00000000E+000,3.18740000E-009,*
1.40000000E+000,3.17450000E-003,3.00000000E+000,-3.38550000E-009,*
1.60000000E+000,3.49610000E-003,3.00000000E+000,2.97350000E-009,*
1.80000000E+000,3.78800000E-003,3.00000000E+000,-2.29940000E-009,*
2.00000000E+000,4.04360000E-003,3.00000000E+000,1.82440000E-009,*
2.20000000E+000,4.26510000E-003,3.00000000E+000,-6.46480000E-010,*
2.40000000E+000,4.45560000E-003,3.00000000E+000,-2.08550000E-009,*
2.60000000E+000,4.60910000E-003,3.00000000E+000,3.22240000E-009,*
2.80000000E+000,4.73900000E-003,3.00000000E+000,-3.35490000E-009,*
3.00000000E+000,4.83660000E-003,3.00000000E+000,2.83490000E-009,*
3.20000000E+000,4.91760000E-003,3.00000000E+000,-2.24000000E-009,*
3.40000000E+000,4.98200000E-003,3.00000000E+000,1.80600000E-009,*
3.60000000E+000,5.03400000E-003,3.00000000E+000,-1.20300000E-009,*
3.80000000E+000,5.08210000E-003,3.00000000E+000,-3.85500000E-010,*
4.00000000E+000,5.12100000E-003,3.00000000E+000,2.95100000E-009,*
4.20000000E+000,5.16300000E-003,3.00000000E+000,-3.37490000E-009,*
4.40000000E+000,5.19300000E-003,3.00000000E+000,3.16540000E-009,*
4.60000000E+000,5.22900000E-003,3.00000000E+000,-2.42290000E-009,*
4.80000000E+000,5.25860000E-003,3.00000000E+000,2.00600000E-009,*
5.00000000E+000,5.28600000E-003,3.00000000E+000,-1.61590000E-009,*
5.20000000E+000,5.31550000E-003,3.00000000E+000,3.45990000E-010,*
5.40000000E+000,5.33910000E-003,3.00000000E+000,2.27190000E-009,*
5.60000000E+000,5.36850000E-003,3.00000000E+000,-3.16740000E-009,*
5.80000000E+000,5.38750000E-003,3.00000000E+000,3.39540000E-009,*
6.00000000E+000,5.41500000E-003,3.00000000E+000,-2.92590000E-009,*
6.20000000E+000,5.43590000E-003,3.00000000E+000,2.16490000E-009,*
6.40000000E+000,5.45640000E-003,3.00000000E+000,-2.06550000E-009,*
6.60000000E+000,5.48010000E-003,3.00000000E+000,1.09650000E-009,*
6.80000000E+000,5.49910000E-003,3.00000000E+000,-1.15000000E-011,*
7.00000000E+000,5.52110000E-003,3.00000000E+000,-2.77540000E-009,*
7.20000000E+000,5.53660000E-003,3.00000000E+000,3.41890000E-009,*
7.40000000E+000,5.56060000E-003,3.00000000E+000,-3.16700000E-009,*
7.60000000E+000,5.57560000E-003,3.00000000E+000,2.48850000E-009,*
7.80000000E+000,5.59500000E-003,3.00000000E+000,-2.13140000E-009,*
8.00000000E+000,5.61400000E-003,3.00000000E+000,1.52540000E-009,*
8.20000000E+000,5.62950000E-003,3.00000000E+000,-5.85490000E-010,*
8.40000000E+000,5.64960000E-003,3.00000000E+000,-2.19240000E-009,*
8.60000000E+000,5.66200000E-003,3.00000000E+000,3.26640000E-009,*
8.80000000E+000,5.68460000E-003,3.00000000E+000,-3.34390000E-009,*
9.00000000E+000,5.69650000E-003,3.00000000E+000,2.90640000E-009,*
9.20000000E+000,5.71510000E-003,3.00000000E+000,-2.26440000E-009,*
9.40000000E+000,5.73210000E-003,3.00000000E+000,1.61650000E-009,*
9.60000000E+000,5.74560000E-003,3.00000000E+000,-8.06490000E-010,*
9.80000000E+000,5.76350000E-003,3.00000000E+000,-1.89240000E-009,*
1.00000000E+001,5.77540000E-003,3.00000000E+000,3.32940000E-009,*

TEST RESULTS:  3V GATE  06/12/2026  16:41:21


SETUP:4V GATE  06/12/2026  16:41:35
DATE:06/12/2026
TIME:16:41:35

CONDITIONS:

ID:,D,
UNIT:,SMU1,
MODE: SWEEP,
START:,0,
STOP:,10,
PNTS:,51,
STEP:,0.2

ID:,G,
UNIT:,SMU3,
MODE: CONST,
VALUE:,4

ID:,S,
UNIT:,SMU2,
MODE: CONST,
VALUE:,0

ID:,B,
UNIT:,SMU4,
MODE: CONST,
VALUE:,0

DATA:  4V GATE  06/12/2026  16:41:35

VD,ID,VG,IG,ACCSTRESS
0.00000000E+000,4.66760000E-006,4.00000000E+000,-2.04440000E-009,0.00000000E+000
2.00000000E-001,6.28200000E-004,4.00000000E+000,6.73990000E-010,*
4.00000000E-001,1.23000000E-003,4.00000000E+000,-2.61240000E-009,*
6.00000000E-001,1.80400000E-003,4.00000000E+000,3.50640000E-009,*
8.00000000E-001,2.35000000E-003,4.00000000E+000,-3.06440000E-009,*
1.00000000E+000,2.86350000E-003,4.00000000E+000,2.53090000E-009,*
1.20000000E+000,3.34850000E-003,4.00000000E+000,-1.98390000E-009,*
1.40000000E+000,3.80300000E-003,4.00000000E+000,1.21200000E-009,*
1.60000000E+000,4.22500000E-003,4.00000000E+000,1.74490000E-010,*
1.80000000E+000,4.61860000E-003,4.00000000E+000,-3.10840000E-009,*
2.00000000E+000,4.97600000E-003,4.00000000E+000,3.46600000E-009,*
2.20000000E+000,5.30740000E-003,4.00000000E+000,-2.92990000E-009,*
2.40000000E+000,5.60400000E-003,4.00000000E+000,2.12640000E-009,*
2.60000000E+000,5.86960000E-003,4.00000000E+000,-1.92850000E-009,*
2.80000000E+000,6.10610000E-003,4.00000000E+000,9.00970000E-010,*
3.00000000E+000,6.31000000E-003,4.00000000E+000,1.76750000E-009,*
3.20000000E+000,6.48660000E-003,4.00000000E+000,-2.88140000E-009,*
3.40000000E+000,6.62900000E-003,4.00000000E+000,3.46640000E-009,*
3.60000000E+000,6.75420000E-003,4.00000000E+000,-3.14090000E-009,*
3.80000000E+000,6.84900000E-003,4.00000000E+000,2.45040000E-009,*
4.00000000E+000,6.93110000E-003,4.00000000E+000,-2.10090000E-009,*
4.20000000E+000,6.99950000E-003,4.00000000E+000,1.52850000E-009,*
4.40000000E+000,7.05500000E-003,4.00000000E+000,-4.99480000E-010,*
4.60000000E+000,7.10840000E-003,4.00000000E+000,-2.07940000E-009,*
4.80000000E+000,7.14900000E-003,4.00000000E+000,3.26500000E-009,*
5.00000000E+000,7.19670000E-003,4.00000000E+000,-3.33740000E-009,*
5.20000000E+000,7.23150000E-003,4.00000000E+000,2.81050000E-009,*
5.40000000E+000,7.26910000E-003,4.00000000E+000,-2.19850000E-009,*
5.60000000E+000,7.30470000E-003,4.00000000E+000,1.78490000E-009,*
5.80000000E+000,7.33400000E-003,4.00000000E+000,-1.16490000E-009,*
6.00000000E+000,7.36710000E-003,4.00000000E+000,-4.34500000E-010,*
6.20000000E+000,7.39310000E-003,4.00000000E+000,3.17640000E-009,*
6.40000000E+000,7.42650000E-003,4.00000000E+000,-3.38140000E-009,*
6.60000000E+000,7.44910000E-003,4.00000000E+000,3.06190000E-009,*
6.80000000E+000,7.47890000E-003,4.00000000E+000,-2.33150000E-009,*
7.00000000E+000,7.50400000E-003,4.00000000E+000,1.92640000E-009,*
7.20000000E+000,7.52710000E-003,4.00000000E+000,-1.54650000E-009,*
7.40000000E+000,7.55260000E-003,4.00000000E+000,3.64990000E-011,*
7.60000000E+000,7.57310000E-003,4.00000000E+000,2.56090000E-009,*
7.80000000E+000,7.60100000E-003,4.00000000E+000,-3.25940000E-009,*
8.00000000E+000,7.61700000E-003,4.00000000E+000,3.34690000E-009,*
8.20000000E+000,7.64300000E-003,4.00000000E+000,-2.78090000E-009,*
8.40000000E+000,7.66300000E-003,4.00000000E+000,1.99040000E-009,*
8.60000000E+000,7.68160000E-003,4.00000000E+000,-1.51650000E-009,*
8.80000000E+000,7.70400000E-003,4.00000000E+000,-1.06500000E-009,*
9.00000000E+000,7.72000000E-003,4.00000000E+000,3.15240000E-009,*
9.20000000E+000,7.74500000E-003,4.00000000E+000,-3.20890000E-009,*
9.40000000E+000,7.76100000E-003,4.00000000E+000,2.66640000E-009,*
9.60000000E+000,7.78010000E-003,4.00000000E+000,-2.07840000E-009,*
9.80000000E+000,7.80060000E-003,4.00000000E+000,7.17480000E-010,*
1.00000000E+001,7.81730000E-003,4.00000000E+000,1.81300000E-009,*

TEST RESULTS:  4V GATE  06/12/2026  16:41:35


SETUP:5V GATE  06/12/2026  16:41:49
DATE:06/12/2026
TIME:16:41:49

CONDITIONS:

ID:,D,
UNIT:,SMU1,
MODE: SWEEP,
START:,0,
STOP:,10,
PNTS:,51,
STEP:,0.2

ID:,G,
UNIT:,SMU3,
MODE: CONST,
VALUE:,5

ID:,S,
UNIT:,SMU2,
MODE: CONST,
VALUE:,0

ID:,B,
UNIT:,SMU4,
MODE: CONST,
VALUE:,0

DATA:  5V GATE  06/12/2026  16:41:49

VD,ID,VG,IG,ACCSTRESS
0.00000000E+000,5.22980000E-006,5.00000000E+000,-3.76490000E-010,0.00000000E+000
2.00000000E-001,7.04770000E-004,5.00000000E+000,3.48490000E-009,*
4.00000000E-001,1.38450000E-003,5.00000000E+000,-3.26750000E-009,*
6.00000000E-001,2.03800000E-003,5.00000000E+000,2.80840000E-009,*
8.00000000E-001,2.66400000E-003,5.00000000E+000,-2.11300000E-009,*
1.00000000E+000,3.26160000E-003,5.00000000E+000,1.81250000E-009,*
1.20000000E+000,3.83010000E-003,5.00000000E+000,-9.38480000E-010,*
1.40000000E+000,4.36950000E-003,5.00000000E+000,-1.63850000E-009,*
1.60000000E+000,4.87850000E-003,5.00000000E+000,3.22990000E-009,*
1.80000000E+000,5.36110000E-003,5.00000000E+000,-3.30190000E-009,*
2.00000000E+000,5.81000000E-003,5.00000000E+000,2.90050000E-009,*
2.20000000E+000,6.23300000E-003,5.00000000E+000,-2.12340000E-009,*
2.40000000E+000,6.62350000E-003,5.00000000E+000,1.90800000E-009,*
2.60000000E+000,6.98450000E-003,5.00000000E+000,-1.13650000E-009,*
2.80000000E+000,7.31850000E-003,5.00000000E+000,-4.07990000E-010,*
3.00000000E+000,7.61870000E-003,5.00000000E+000,3.23390000E-009,*
3.20000000E+000,7.89550000E-003,5.00000000E+000,-3.38550000E-009,*
3.40000000E+000,8.13720000E-003,5.00000000E+000,2.90140000E-009,*
3.60000000E+000,8.35420000E-003,5.00000000E+000,-2.30400000E-009,*
3.80000000E+000,8.54250000E-003,5.00000000E+000,1.91100000E-009,*
4.00000000E+000,8.70280000E-003,5.00000000E+000,-1.52290000E-009,*
4.20000000E+000,8.84060000E-003,5.00000000E+000,-1.15000000E-011,*
4.40000000E+000,8.95260000E-003,5.00000000E+000,2.70040000E-009,*
4.60000000E+000,9.05270000E-003,5.00000000E+000,-3.23290000E-009,*
4.80000000E+000,9.12710000E-003,5.00000000E+000,3.35640000E-009,*
5.00000000E+000,9.20100000E-003,5.00000000E+000,-2.82740000E-009,*
5.20000000E+000,9.25780000E-003,5.00000000E+000,2.14340000E-009,*
5.40000000E+000,9.31070000E-003,5.00000000E+000,-1.96750000E-009,*
5.60000000E+000,9.36130000E-003,5.00000000E+000,9.55480000E-010,*
5.80000000E+000,9.40080000E-003,5.00000000E+000,2.53190000E-009,*
6.00000000E+000,9.44810000E-003,5.00000000E+000,-3.17700000E-009,*
6.20000000E+000,9.48050000E-003,5.00000000E+000,3.41340000E-009,*
6.40000000E+000,9.52150000E-003,5.00000000E+000,-2.87840000E-009,*
6.60000000E+000,9.55440000E-003,5.00000000E+000,2.20040000E-009,*
6.80000000E+000,9.58680000E-003,5.00000000E+000,-2.02350000E-009,*
7.00000000E+000,9.62070000E-003,5.00000000E+000,1.20850000E-009,*
7.20000000E+000,9.64930000E-003,5.00000000E+000,3.05000000E-011,*
7.40000000E+000,9.68030000E-003,5.00000000E+000,-2.45990000E-009,*
7.60000000E+000,9.70360000E-003,5.00000000E+000,3.35190000E-009,*
7.80000000E+000,9.73650000E-003,5.00000000E+000,-3.30090000E-009,*
8.00000000E+000,9.75800000E-003,5.00000000E+000,2.76290000E-009,*
8.20000000E+000,9.78610000E-003,5.00000000E+000,-2.20240000E-009,*
8.40000000E+000,9.81090000E-003,5.00000000E+000,1.71700000E-009,*
8.60000000E+000,9.83240000E-003,5.00000000E+000,-1.05300000E-009,*
8.80000000E+000,9.85860000E-003,5.00000000E+000,-1.52290000E-009,*
9.00000000E+000,9.87630000E-003,5.00000000E+000,3.32590000E-009,*
9.20000000E+000,9.90490000E-003,5.00000000E+000,-2.97100000E-009,*
9.40000000E+000,9.92390000E-003,5.00000000E+000,2.17890000E-009,*
